Cruise,Station,Target Asset,Start Latitude [degrees],Start Longitude [degrees],Start Time [UTC],Cast,Cast Flag,Bottom Depth at Start Position [m],CTD File,CTD File Flag,Niskin/Bottle Position,Niskin Flag,CTD Bottle Closure Time [UTC],CTD Pressure [db],CTD Pressure Flag,CTD Depth [m],CTD Latitude [deg],CTD Longitude [deg],CTD Temperature 1 [deg C],CTD Temperature 1 Flag,CTD Temperature 2 [deg C],CTD Temperature 2 Flag,CTD Conductivity 1 [S/m],CTD Conductivity 1 Flag,CTD Conductivity 2 [S/m],CTD Conductivity 2 Flag,CTD Salinity 1 [psu],CTD Salinity 2 [psu],CTD Oxygen [mL/L],CTD Oxygen Flag,CTD Oxygen Saturation [mL/L],CTD Fluorescence [mg/m^3],CTD Fluorescence Flag,CTD Beam Attenuation [1/m],CTD Beam Transmission [%],CTD Transmissometer Flag,CTD pH,CTD pH Flag,Discrete Oxygen [mL/L],Discrete Oxygen Flag,Discrete Oxygen Replicate Flag,Discrete Chlorophyll [ug/L],Discrete Phaeopigment [ug/L],Discrete Fo/Fa Ratio,Discrete Fluorescence Flag,Discrete Fluorescence Replicate Flag,Discrete Phosphate [uM],Discrete Silicate [uM],Discrete Nitrate [uM],Discrete Nitrite [uM],Discrete Ammonium [uM],Discrete Nutrients Flag,Discrete Nutrients Replicate Flag,Discrete Salinity [psu],Discrete Salinity Flag,Discrete Salinity Replicate Flag,Discrete Alkalinity [umol/kg],Discrete Alkalinity Flag,Discrete Alkalinity Replicate Flag,Discrete DIC [umol/kg],Discrete DIC Flag,Discrete DIC Replicate Flag,Discrete pCO2 [uatm],pCO2 Analysis Temp [deg C],Discrete pCO2 Flag,Discrete pCO2 Replicate Flag,Discrete pH [Total scale],pH Analysis Temp [deg C],Discrete pH Flag,Discrete pH Replicate Flag,Calculated Alkalinity [umol/kg],Calculated DIC [umol/kg],Calculated pCO2 [uatm],Calculated pH,Calculated CO2aq [umol/kg],Calculated Bicarb [umol/kg],Calculated CO3 [umol/kg],Calculated Omega-C,Calculated Omega-A
AT50-29,Slope Base Shallow Profiler,RS01SBPS,44.52467,-125.38783,2024-08-09T19:36:49.000Z,CTD-002,*0000000000000100,2923,AT50-20_CTD-002,*0000000000000100,21,*0000000000000100,2024-08-09T20:38:08.000Z,21.598,*0000000001000100,21.423,44.5247,-125.38777,17.8094,*0000000001000100,17.8087,*0000000001000100,4.1821,*0000000001000100,4.181798,*0000000001000100,31.6818,31.6798,5.4649,*0000000011000100,5.49913,0.2327,*0000000011000100,0.1294,96.8179,*0000000000000100,8.221,*0000000011000100,5.405653089,-9999999,*0000000000000100,0.267240179,0.009857,1.732965009,-9999999,*0000000000000100,0.238675125,2.9067192,0.322319325,0.000965425,-8.09E-05,-9999999,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,1996.05,-9999999,*0000000000000100,381.52,22.8,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2213.99,-9999999,-9999999,8.056,13.39,1825.76,156.9,3.726,2.454
AT50-29,Slope Base Shallow Profiler,RS01SBPS,44.52467,-125.38783,2024-08-09T19:36:49.000Z,CTD-002,*0000000000000100,2923,AT50-20_CTD-002,*0000000000000100,19,*0000000000000100,2024-08-09T20:34:03.000Z,41.689,*0000000001000100,41.348,44.5247,-125.38778,12.0152,*0000000001000100,12.0155,*0000000001000100,3.72606,*0000000011000100,3.726093,*0000000011000100,32.3099,32.3099,6.6586,*0000000001000100,6.15302,1.036,*0000000011000100,0.1396,96.5703,*0000000000000100,8.185,*0000000011000100,-9999999,-9999999,-9999999,0.130262801,0.074880967,1.482587065,*0000000000000001,*0000000000000100,0.217306789,2.313064497,0.409498621,0.02199363,18.95,-9999999,*0000000000000100,32.31909201,-9999999,*0000000000000100,-9999999,-9999999,-9999999,2006.24,-9999999,*0000000000000100,353.03,22.8,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2197.22,-9999999,-9999999,8.079,14.73,1854.52,136.99,3.206,2.091
AT50-29,Slope Base Shallow Profiler,RS01SBPS,44.52467,-125.38783,2024-08-09T19:36:49.000Z,CTD-002,*0000000000000100,2923,AT50-20_CTD-002,*0000000000000100,17,*0000000000000100,2024-08-09T20:29:52.000Z,61.646,*0000000001000100,61.139,44.5247,-125.38777,9.736,*0000000001000100,9.7364,*0000000001000100,3.529368,*0000000001000100,3.529326,*0000000001000100,32.3624,32.3616,6.3539,*0000000011000100,6.45963,0.6034,*0000000011000100,0.0615,98.4748,*0000000000000100,8.122,*0000000011000100,6.304492622,-9999999,*0000000000000100,0.288726827,0.107272088,1.554123711,-9999999,*0000000000000100,0.802980516,4.316285872,5.017450963,0.133609365,0.67,-9999999,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2040.33,-9999999,*0000000000000100,384.04,22.7,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2203.67,-9999999,-9999999,8.045,17.26,1903.38,119.69,2.787,1.81
AT50-29,Slope Base Shallow Profiler,RS01SBPS,44.52467,-125.38783,2024-08-09T19:36:49.000Z,CTD-002,*0000000000000100,2923,AT50-20_CTD-002,*0000000000000100,15,*0000000000000100,2024-08-09T20:25:24.000Z,81.657,*0000000001000100,80.981,44.5247,-125.38778,9.0486,*0000000001000100,9.0479,*0000000001000100,3.495591,*0000000011000100,3.495827,*0000000011000100,32.6303,32.6334,5.3827,*0000000011000100,6.54697,0.2352,*0000000001000100,0.0357,99.1122,*0000000000000100,8.018,*0000000011000100,5.228240199,-9999999,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,1.174960405,10.45471839,12.72216377,0.044465968,0.188034644,-9999999,*0000000000000100,32.63634508,-9999999,*0000000000000100,-9999999,-9999999,-9999999,2081.95,-9999999,*0000000000000100,450.35,22.5,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2219.93,-9999999,-9999999,7.984,20.68,1956.3,104.97,2.428,1.576
AT50-29,Slope Base Shallow Profiler,RS01SBPS,44.52467,-125.38783,2024-08-09T19:36:49.000Z,CTD-002,*0000000000000100,2923,AT50-20_CTD-002,*0000000000000100,13,*0000000000000100,2024-08-09T20:20:53.000Z,101.242,*0000000001000100,100.4,44.5247,-125.38778,8.4779,*0000000001000100,8.4788,*0000000001000100,3.4815,*0000000001000100,3.481872,*0000000001000100,33.0026,33.0057,4.5739,*0000000011000100,6.61479,0.1802,*0000000011000100,0.0317,99.2094,*0000000000000100,7.922,*0000000011000100,4.435822872,-9999999,*0000000000000100,0.103404491,0.055811567,1.493589744,-9999999,*0000000000000100,1.507500657,18.22820601,18.88155312,0.031085569,0.146430809,-9999999,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2156.48,-9999999,*0000000000000100,558.65,22.8,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2266.51,-9999999,-9999999,7.906,26.09,2040.12,90.27,2.073,1.344
AT50-29,Slope Base Shallow Profiler,RS01SBPS,44.52467,-125.38783,2024-08-09T19:36:49.000Z,CTD-002,*0000000000000100,2923,AT50-20_CTD-002,*0000000000000100,11,*0000000000000100,2024-08-09T20:16:01.000Z,121.596,*0000000001000100,120.578,44.5247,-125.38776,8.0692,*0000000001000100,8.065,*0000000001000100,3.481007,*0000000011000100,3.480268,*0000000011000100,33.3736,33.3698,4.0109,*0000000011000100,6.65969,0.0607,*0000000001000100,0.026,99.3536,*0000000000000100,7.854,*0000000011000100,3.689527563,-9999999,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,1.77019347,26.57997086,24.22098402,0.026513842,0.205008404,-9999999,*0000000000000100,33.56767524,-9999999,*0000000000000100,-9999999,-9999999,-9999999,2162.26,-9999999,*0000000000000100,639.78,22.8,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2251.74,-9999999,-9999999,7.847,30.24,2053.14,78.89,1.799,1.166
AT50-29,Slope Base Shallow Profiler,RS01SBPS,44.52467,-125.38783,2024-08-09T19:36:49.000Z,CTD-002,*0000000000000100,2923,AT50-20_CTD-002,*0000000000000100,9,*0000000000000100,2024-08-09T20:10:54.000Z,141.248,*0000000001000100,140.06,44.5247,-125.38777,8.1501,*0000000001000100,8.1509,*0000000001000100,3.518585,*0000000001000100,3.518511,*0000000001000100,33.6872,33.6857,3.2098,*0000000001000100,6.634,0.0202,*0000000011000100,0.0296,99.2615,*0000000000000100,7.79,*0000000011000100,-9999999,-9999999,-9999999,0.010071866,0.042489846,1.145631068,-9999999,*0000000000000100,1.954350821,32.63973749,27.74428265,0.03300337,0.219127866,-9999999,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2215.55,-9999999,*0000000000000100,736.83,22.7,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2291.12,-9999999,-9999999,7.796,34.66,2108,72.89,1.651,1.071
AT50-29,Slope Base Shallow Profiler,RS01SBPS,44.52467,-125.38783,2024-08-09T19:36:49.000Z,CTD-002,*0000000000000100,2923,AT50-20_CTD-002,*0000000000000100,7,*0000000000000100,2024-08-09T20:04:36.000Z,161.751,*0000000001000100,160.382,44.5247,-125.38776,7.7555,*0000000001000100,7.7555,*0000000001000100,3.496176,*0000000001000100,3.496105,*0000000001000100,33.8184,33.8177,2.8352,*0000000011000100,6.6876,0.0284,*0000000011000100,0.0304,99.2429,*0000000000000100,7.754,*0000000011000100,2.578410342,*0000000010000000,*0000000000000100,0.011414782,0.040126314,1.168316832,-9999999,*0000000000000100,2.060197686,38.11211874,29.75195035,0.030444016,0.221179541,-9999999,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2232.03,-9999999,*0000000000000100,795.93,22.5,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2296.44,-9999999,-9999999,7.764,37.92,2126.54,67.57,1.523,0.987
AT50-29,Slope Base Shallow Profiler,RS01SBPS,44.52467,-125.38783,2024-08-09T19:36:49.000Z,CTD-002,*0000000000000100,2923,AT50-20_CTD-002,*0000000000000100,5,*0000000000000100,2024-08-09T19:59:54.000Z,181.815,*0000000001000100,180.268,44.5247,-125.38778,7.5531,*0000000001000100,7.5527,*0000000001000100,3.483092,*0000000001000100,3.48298,*0000000001000100,33.8645,33.8636,2.6226,*0000000001000100,6.71634,0.0278,*0000000001000100,0.0338,99.1596,*0000000000000100,7.734,*0000000011000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2.164618642,41.98929355,31.26406628,0.035839295,0.247295138,-9999999,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2254.78,-9999999,*0000000000000100,841.17,22.8,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2312.36,-9999999,-9999999,7.743,40.35,2149.69,64.74,1.453,0.942
AT50-29,Slope Base Shallow Profiler,RS01SBPS,44.52467,-125.38783,2024-08-09T19:36:49.000Z,CTD-002,*0000000000000100,2923,AT50-20_CTD-002,*0000000000000100,3,*0000000000000100,2024-08-09T19:55:11.000Z,202.16,*0000000001000100,200.43,44.5247,-125.38778,7.3286,*0000000001000100,7.3272,*0000000001000100,3.46724,*0000000011000100,3.466994,*0000000011000100,33.902,33.9007,2.5352,*0000000011000100,6.74908,0.0333,*0000000011000100,0.0333,99.1711,*0000000000000100,7.725,*0000000011000100,2.255023852,*0000000010000000,*0000000000001000,0.008728951,0.043322453,1.12745098,*0000000000000001,*0000000000000100,2.169036673,44.44580924,31.78756773,0.022820151,0.203649022,-9999999,*0000000000000100,33.90558175,-9999999,*0000000000000100,-9999999,-9999999,-9999999,2247.08,-9999999,*0000000000000100,813.3,22.8,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2307.48,-9999999,-9999999,7.754,39.31,2141.97,65.8,1.471,0.953
AT50-29,Slope Base Shallow Profiler,RS01SBPS,44.52467,-125.38783,2024-08-09T19:36:49.000Z,CTD-002,*0000000000000100,2923,AT50-20_CTD-002,*0000000000000100,3,*0000000000000100,2024-08-09T19:55:11.000Z,202.16,*0000000001000100,200.43,44.5247,-125.38778,7.3286,*0000000001000100,7.3272,*0000000001000100,3.46724,*0000000001000100,3.466994,*0000000001000100,33.902,33.9007,2.5352,*0000000011000100,6.74908,0.0333,*0000000001000100,0.0333,99.1711,*0000000000000100,7.725,*0000000001000100,2.269123649,*0000000010000000,*0000000000001000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT50-29,Slope Base Shallow Profiler,RS01SBPS,44.52467,-125.38783,2024-08-09T19:36:49.000Z,CTD-002,*0000000000000100,2923,AT50-20_CTD-002,*0000000000000100,1,*0000000000000100,2024-08-09T19:49:49.000Z,222.379,*0000000001000100,220.465,44.52472,-125.38778,7.0563,*0000000001000100,7.055,*0000000001000100,3.44593,*0000000001000100,3.445718,*0000000001000100,33.9269,33.9258,2.3325,*0000000001000100,6.79013,0.0243,*0000000001000100,0.0291,99.276,*0000000000000100,7.702,*0000000011000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2.337858539,48.725192,33.03038833,0.016251617,0.046618632,-9999999,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2261.66,-9999999,*0000000000000100,870.22,22.8,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2312.6,-9999999,-9999999,7.726,42.45,2157.6,61.61,1.371,0.888
