latitude,longitude,source_file,station_name
45.8305,-129.74983,CEAbottle_Unique_Counts.csv,
44.51067,-125.3895,CEAbottle_Unique_Counts.csv,
44.51067,-125.3895,CEAbottle_Unique_Counts.csv,
44.51067,-125.3895,CEAbottle_Unique_Counts.csv,
44.51067,-125.3895,CEAbottle_Unique_Counts.csv,
44.51067,-125.3895,CEAbottle_Unique_Counts.csv,
44.51067,-125.3895,CEAbottle_Unique_Counts.csv,
44.51067,-125.3895,CEAbottle_Unique_Counts.csv,
44.51067,-125.3895,CEAbottle_Unique_Counts.csv,
44.51067,-125.3895,CEAbottle_Unique_Counts.csv,
44.51067,-125.3895,CEAbottle_Unique_Counts.csv,
44.51067,-125.3895,CEAbottle_Unique_Counts.csv,
44.51067,-125.3895,CEAbottle_Unique_Counts.csv,
44.51067,-125.3895,CEAbottle_Unique_Counts.csv,
44.51067,-125.3895,CEAbottle_Unique_Counts.csv,
44.51067,-125.3895,CEAbottle_Unique_Counts.csv,
44.51067,-125.3895,CEAbottle_Unique_Counts.csv,
44.51067,-125.3895,CEAbottle_Unique_Counts.csv,
44.51067,-125.3895,CEAbottle_Unique_Counts.csv,
44.51067,-125.3895,CEAbottle_Unique_Counts.csv,
44.3755,-124.95417,CEAbottle_Unique_Counts.csv,
44.3755,-124.95417,CEAbottle_Unique_Counts.csv,
44.3755,-124.95417,CEAbottle_Unique_Counts.csv,
44.3755,-124.95417,CEAbottle_Unique_Counts.csv,
44.3755,-124.95417,CEAbottle_Unique_Counts.csv,
44.3755,-124.95417,CEAbottle_Unique_Counts.csv,
44.3755,-124.95417,CEAbottle_Unique_Counts.csv,
44.3755,-124.95417,CEAbottle_Unique_Counts.csv,
44.3755,-124.95417,CEAbottle_Unique_Counts.csv,
44.3755,-124.95417,CEAbottle_Unique_Counts.csv,
44.3755,-124.95417,CEAbottle_Unique_Counts.csv,
44.3755,-124.95417,CEAbottle_Unique_Counts.csv,
44.3755,-124.95417,CEAbottle_Unique_Counts.csv,
44.3755,-124.95417,CEAbottle_Unique_Counts.csv,
44.3755,-124.95417,CEAbottle_Unique_Counts.csv,
44.3755,-124.95417,CEAbottle_Unique_Counts.csv,
44.3755,-124.95417,CEAbottle_Unique_Counts.csv,
44.3755,-124.95417,CEAbottle_Unique_Counts.csv,
44.3755,-124.95417,CEAbottle_Unique_Counts.csv,
45.8305,-129.74683,CEAbottle_Unique_Counts.csv,
45.8305,-129.74683,CEAbottle_Unique_Counts.csv,
45.8305,-129.74683,CEAbottle_Unique_Counts.csv,
45.8305,-129.74683,CEAbottle_Unique_Counts.csv,
45.8305,-129.74683,CEAbottle_Unique_Counts.csv,
45.8305,-129.74683,CEAbottle_Unique_Counts.csv,
45.8305,-129.74683,CEAbottle_Unique_Counts.csv,
45.8305,-129.74683,CEAbottle_Unique_Counts.csv,
45.8305,-129.74683,CEAbottle_Unique_Counts.csv,
45.8305,-129.74683,CEAbottle_Unique_Counts.csv,
44.52917,-125.3925,CEAbottle_Unique_Counts.csv,
44.52917,-125.3925,CEAbottle_Unique_Counts.csv,
44.52917,-125.3925,CEAbottle_Unique_Counts.csv,
44.52917,-125.3925,CEAbottle_Unique_Counts.csv,
44.52917,-125.3925,CEAbottle_Unique_Counts.csv,
44.52917,-125.3925,CEAbottle_Unique_Counts.csv,
44.52917,-125.3925,CEAbottle_Unique_Counts.csv,
44.52917,-125.3925,CEAbottle_Unique_Counts.csv,
44.52917,-125.3925,CEAbottle_Unique_Counts.csv,
44.52917,-125.3925,CEAbottle_Unique_Counts.csv,
44.52917,-125.3925,CEAbottle_Unique_Counts.csv,
44.52917,-125.3925,CEAbottle_Unique_Counts.csv,
44.52917,-125.3925,CEAbottle_Unique_Counts.csv,
44.52917,-125.3925,CEAbottle_Unique_Counts.csv,
44.52917,-125.3925,CEAbottle_Unique_Counts.csv,
44.525,-125.39567,CEAbottle_Unique_Counts.csv,
44.525,-125.39567,CEAbottle_Unique_Counts.csv,
44.525,-125.39567,CEAbottle_Unique_Counts.csv,
44.525,-125.39567,CEAbottle_Unique_Counts.csv,
44.525,-125.39567,CEAbottle_Unique_Counts.csv,
44.525,-125.39567,CEAbottle_Unique_Counts.csv,
44.525,-125.39567,CEAbottle_Unique_Counts.csv,
44.525,-125.39567,CEAbottle_Unique_Counts.csv,
44.525,-125.39567,CEAbottle_Unique_Counts.csv,
44.525,-125.39567,CEAbottle_Unique_Counts.csv,
44.525,-125.39567,CEAbottle_Unique_Counts.csv,
44.525,-125.39567,CEAbottle_Unique_Counts.csv,
44.525,-125.39567,CEAbottle_Unique_Counts.csv,
44.525,-125.39567,CEAbottle_Unique_Counts.csv,
44.525,-125.39567,CEAbottle_Unique_Counts.csv,
44.525,-125.39567,CEAbottle_Unique_Counts.csv,
44.525,-125.39567,CEAbottle_Unique_Counts.csv,
45.83017,-129.74667,CEAbottle_Unique_Counts.csv,
45.83017,-129.74667,CEAbottle_Unique_Counts.csv,
45.83017,-129.74667,CEAbottle_Unique_Counts.csv,
45.83017,-129.74667,CEAbottle_Unique_Counts.csv,
45.83017,-129.74667,CEAbottle_Unique_Counts.csv,
45.83017,-129.74667,CEAbottle_Unique_Counts.csv,
45.83017,-129.74667,CEAbottle_Unique_Counts.csv,
45.83017,-129.74667,CEAbottle_Unique_Counts.csv,
45.83017,-129.74667,CEAbottle_Unique_Counts.csv,
45.83017,-129.74667,CEAbottle_Unique_Counts.csv,
45.83017,-129.74667,CEAbottle_Unique_Counts.csv,
45.83017,-129.74667,CEAbottle_Unique_Counts.csv,
45.83017,-129.74667,CEAbottle_Unique_Counts.csv,
44.52933,-125.39283,CEAbottle_Unique_Counts.csv,
44.52933,-125.39283,CEAbottle_Unique_Counts.csv,
44.52933,-125.39283,CEAbottle_Unique_Counts.csv,
44.52933,-125.39283,CEAbottle_Unique_Counts.csv,
44.52933,-125.39283,CEAbottle_Unique_Counts.csv,
44.52933,-125.39283,CEAbottle_Unique_Counts.csv,
44.52933,-125.39283,CEAbottle_Unique_Counts.csv,
44.52933,-125.39283,CEAbottle_Unique_Counts.csv,
44.52933,-125.39283,CEAbottle_Unique_Counts.csv,
44.52933,-125.39283,CEAbottle_Unique_Counts.csv,
44.52933,-125.39283,CEAbottle_Unique_Counts.csv,
44.52933,-125.39283,CEAbottle_Unique_Counts.csv,
44.52933,-125.39283,CEAbottle_Unique_Counts.csv,
44.52933,-125.39283,CEAbottle_Unique_Counts.csv,
44.52933,-125.39283,CEAbottle_Unique_Counts.csv,
44.52933,-125.39283,CEAbottle_Unique_Counts.csv,
44.52933,-125.3965,CEAbottle_Unique_Counts.csv,
